"idDate","date","numWeek","nameOf","continuousHoliday","nameDay","checkHoliday","nameType"
"1147","2023-02-20","8","Normal Day","no","Monday","not holiday","weekDay"
"1148","2023-02-21","8","Normal Day","no","Tuesday","not holiday","weekDay"
"1149","2023-02-22","8","Normal Day","no","Wednesday","not holiday","weekDay"
"1150","2023-02-23","8","Normal Day","no","Thursday","not holiday","weekDay"
"1151","2023-02-24","8","Normal Day","no","Friday","not holiday","weekDay"
"1152","2023-02-25","8","Normal Day","no","Saturday","holiday","weekEnd"
"1153","2023-02-26","9","Normal Day","no","Sunday","holiday","weekEnd"
"1154","2023-02-27","9","Normal Day","no","Monday","not holiday","weekDay"
"1155","2023-02-28","9","Normal Day","no","Tuesday","not holiday","weekDay"
"1156","2023-03-01","9","Normal Day","no","Wednesday","not holiday","weekDay"
"1157","2023-03-02","9","Normal Day","no","Thursday","not holiday","weekDay"
"1158","2023-03-03","9","Normal Day","no","Friday","not holiday","weekDay"
"1159","2023-03-04","9","Normal Day","yes","Saturday","holiday","weekEnd"
"1160","2023-03-05","10","Normal Day","yes","Sunday","holiday","weekEnd"
"1161","2023-03-06","10","Makha Bucha Day","yes","Monday","holiday","Spacial"
"1162","2023-03-07","10","Normal Day","no","Tuesday","not holiday","weekDay"
"1163","2023-03-08","10","Normal Day","no","Wednesday","not holiday","weekDay"
"1164","2023-03-09","10","Normal Day","no","Thursday","not holiday","weekDay"
"1165","2023-03-10","10","Normal Day","no","Friday","not holiday","weekDay"
"1166","2023-03-11","10","Normal Day","no","Saturday","holiday","weekEnd"
"1167","2023-03-12","11","Normal Day","no","Sunday","holiday","weekEnd"
"1168","2023-03-13","11","Normal Day","no","Monday","not holiday","weekDay"
"1169","2023-03-14","11","Normal Day","no","Tuesday","not holiday","weekDay"
"1170","2023-03-15","11","Normal Day","no","Wednesday","not holiday","weekDay"
"1171","2023-03-16","11","Normal Day","no","Thursday","not holiday","weekDay"
"1172","2023-03-17","11","Normal Day","no","Friday","not holiday","weekDay"
"1173","2023-03-18","11","Normal Day","no","Saturday","holiday","weekEnd"
"1174","2023-03-19","12","Normal Day","no","Sunday","holiday","weekEnd"
"1175","2023-03-20","12","Normal Day","no","Monday","not holiday","weekDay"
"1176","2023-03-21","12","Normal Day","no","Tuesday","not holiday","weekDay"
"1177","2023-03-22","12","Normal Day","no","Wednesday","not holiday","weekDay"
"1178","2023-03-23","12","Normal Day","no","Thursday","not holiday","weekDay"
"1179","2023-03-24","12","Normal Day","no","Friday","not holiday","weekDay"
"1180","2023-03-25","12","Normal Day","no","Saturday","holiday","weekEnd"
"1181","2023-03-26","13","Normal Day","no","Sunday","holiday","weekEnd"
"1182","2023-03-27","13","Normal Day","no","Monday","not holiday","weekDay"
"1183","2023-03-28","13","Normal Day","no","Tuesday","not holiday","weekDay"
"1184","2023-03-29","13","Normal Day","no","Wednesday","not holiday","weekDay"
"1185","2023-03-30","13","Normal Day","no","Thursday","not holiday","weekDay"
"1186","2023-03-31","13","Normal Day","no","Friday","not holiday","weekDay"
"1187","2023-04-01","13","Normal Day","no","Saturday","holiday","weekEnd"
"1188","2023-04-02","14","Normal Day","no","Sunday","holiday","weekEnd"
"1189","2023-04-03","14","Normal Day","no","Monday","not holiday","weekDay"
"1190","2023-04-04","14","Normal Day","no","Tuesday","not holiday","weekDay"
"1191","2023-04-05","14","Normal Day","no","Wednesday","not holiday","weekDay"
"1192","2023-04-06","14","Chakri Memorial Day","no","Thursday","holiday","Spacial"
"1193","2023-04-07","14","Normal Day","no","Friday","not holiday","weekDay"
"1194","2023-04-08","14","Normal Day","no","Saturday","holiday","weekEnd"
"1195","2023-04-09","15","Normal Day","no","Sunday","holiday","weekEnd"
"1196","2023-04-10","15","Normal Day","no","Monday","not holiday","weekDay"
"1197","2023-04-11","15","Normal Day","no","Tuesday","not holiday","weekDay"
"1198","2023-04-12","15","Normal Day","no","Wednesday","not holiday","weekDay"
"1199","2023-04-13","15","Songkran Festival","yes","Thursday","holiday","Spacial"
"1200","2023-04-14","15","Songkran Festival","yes","Friday","holiday","Spacial"
"1201","2023-04-15","15","Songkran Festival","yes","Saturday","holiday","Spacial"
"1202","2023-04-16","16","Normal Day","yes","Sunday","holiday","weekEnd"
"1203","2023-04-17","16","Compensatory Holiday","no","Monday","holiday","Spacial"
"1204","2023-04-18","16","Normal Day","no","Tuesday","not holiday","weekDay"
"1205","2023-04-19","16","Normal Day","no","Wednesday","not holiday","weekDay"
"1206","2023-04-20","16","Normal Day","no","Thursday","not holiday","weekDay"
"1207","2023-04-21","16","Normal Day","no","Friday","not holiday","weekDay"
"1208","2023-04-22","16","Normal Day","no","Saturday","holiday","weekEnd"
"1209","2023-04-23","17","Normal Day","no","Sunday","holiday","weekEnd"
"1210","2023-04-24","17","Normal Day","no","Monday","not holiday","weekDay"
"1211","2023-04-25","17","Normal Day","no","Tuesday","not holiday","weekDay"
"1212","2023-04-26","17","Normal Day","no","Wednesday","not holiday","weekDay"
"1213","2023-04-27","17","Normal Day","no","Thursday","not holiday","weekDay"
"1214","2023-04-28","17","Normal Day","no","Friday","not holiday","weekDay"
"1215","2023-04-29","17","Normal Day","yes","Saturday","holiday","weekEnd"
"1216","2023-04-30","18","Normal Day","yes","Sunday","holiday","weekEnd"
"1217","2023-05-01","18","Labour Day","yes","Monday","holiday","Spacial"
"1218","2023-05-02","18","Normal Day","no","Tuesday","not holiday","weekDay"
"1219","2023-05-03","18","Normal Day","no","Wednesday","not holiday","weekDay"
"1220","2023-05-04","18","Coronation Day","no","Thursday","holiday","Spacial"
"1221","2023-05-05","18","Special Holidays","no","Friday","holiday","Spacial"
"1222","2023-05-06","18","Normal Day","no","Saturday","holiday","weekEnd"
"1223","2023-05-07","19","Normal Day","no","Sunday","holiday","weekEnd"
"1224","2023-05-08","19","Normal Day","no","Monday","not holiday","weekDay"
"1225","2023-05-09","19","Normal Day","no","Tuesday","not holiday","weekDay"
"1226","2023-05-10","19","Normal Day","no","Wednesday","not holiday","weekDay"
"1227","2023-05-11","19","Normal Day","no","Thursday","not holiday","weekDay"
"1228","2023-05-12","19","Normal Day","no","Friday","not holiday","weekDay"
"1229","2023-05-13","19","Normal Day","no","Saturday","holiday","weekEnd"
"1230","2023-05-14","20","Normal Day","no","Sunday","holiday","weekEnd"
"1231","2023-05-15","20","Normal Day","no","Monday","not holiday","weekDay"
"1232","2023-05-16","20","Normal Day","no","Tuesday","not holiday","weekDay"
"1233","2023-05-17","20","Royal Ploughing Ceremony","no","Wednesday","holiday","Spacial"
"1234","2023-05-18","20","Normal Day","no","Thursday","not holiday","weekDay"
"1235","2023-05-19","20","Normal Day","no","Friday","not holiday","weekDay"
"1236","2023-05-20","20","Normal Day","no","Saturday","holiday","weekEnd"
"1237","2023-05-21","21","Normal Day","no","Sunday","holiday","weekEnd"
"1238","2023-05-22","21","Normal Day","no","Monday","not holiday","weekDay"
"1239","2023-05-23","21","Normal Day","no","Tuesday","not holiday","weekDay"
"1240","2023-05-24","21","Normal Day","no","Wednesday","not holiday","weekDay"
"1241","2023-05-25","21","Normal Day","no","Thursday","not holiday","weekDay"
"1242","2023-05-26","21","Normal Day","no","Friday","not holiday","weekDay"
"1243","2023-05-27","21","Normal Day","no","Saturday","holiday","weekEnd"
"1244","2023-05-28","22","Normal Day","no","Sunday","holiday","weekEnd"
"1245","2023-05-29","22","Normal Day","no","Monday","not holiday","weekDay"
"1246","2023-05-30","22","Normal Day","no","Tuesday","not holiday","weekDay"
"1247","2023-05-31","22","Normal Day","no","Wednesday","not holiday","weekDay"
"1248","2023-06-01","22","Normal Day","no","Thursday","not holiday","weekDay"
"1249","2023-06-02","22","Normal Day","no","Friday","not holiday","weekDay"
"1250","2023-06-03","22","H.M. The Queen Suthida's Birthday","yes","Saturday","holiday","Spacial"
"1251","2023-06-04","23","Normal Day","yes","Sunday","holiday","weekEnd"
"1252","2023-06-05","23","Vesak Day","yes","Monday","holiday","Spacial"
"1253","2023-06-06","23","Normal Day","no","Tuesday","not holiday","weekDay"
"1254","2023-06-07","23","Normal Day","no","Wednesday","not holiday","weekDay"
"1255","2023-06-08","23","Normal Day","no","Thursday","not holiday","weekDay"
"1256","2023-06-09","23","Normal Day","no","Friday","not holiday","weekDay"
"1257","2023-06-10","23","Normal Day","no","Saturday","holiday","weekEnd"
"1258","2023-06-11","24","Normal Day","no","Sunday","holiday","weekEnd"
"1259","2023-06-12","24","Normal Day","no","Monday","not holiday","weekDay"
"1260","2023-06-13","24","Normal Day","no","Tuesday","not holiday","weekDay"
"1261","2023-06-14","24","Normal Day","no","Wednesday","not holiday","weekDay"
"1262","2023-06-15","24","Normal Day","no","Thursday","not holiday","weekDay"
"1263","2023-06-16","24","Normal Day","no","Friday","not holiday","weekDay"
"1264","2023-06-17","24","Normal Day","no","Saturday","holiday","weekEnd"
"1265","2023-06-18","25","Normal Day","no","Sunday","holiday","weekEnd"
"1266","2023-06-19","25","Normal Day","no","Monday","not holiday","weekDay"
"1267","2023-06-20","25","Normal Day","no","Tuesday","not holiday","weekDay"
"1268","2023-06-21","25","Normal Day","no","Wednesday","not holiday","weekDay"
"1269","2023-06-22","25","Normal Day","no","Thursday","not holiday","weekDay"
"1270","2023-06-23","25","Normal Day","no","Friday","not holiday","weekDay"
"1271","2023-06-24","25","Normal Day","no","Saturday","holiday","weekEnd"
"1272","2023-06-25","26","Normal Day","no","Sunday","holiday","weekEnd"
"1273","2023-06-26","26","Normal Day","no","Monday","not holiday","weekDay"
"1274","2023-06-27","26","Normal Day","no","Tuesday","not holiday","weekDay"
"1275","2023-06-28","26","Normal Day","no","Wednesday","not holiday","weekDay"
"1276","2023-06-29","26","Normal Day","no","Thursday","not holiday","weekDay"
"1277","2023-06-30","26","Normal Day","no","Friday","not holiday","weekDay"
"1278","2023-07-01","26","Normal Day","no","Saturday","holiday","weekEnd"
"1279","2023-07-02","27","Normal Day","no","Sunday","holiday","weekEnd"
"1280","2023-07-03","27","Normal Day","no","Monday","not holiday","weekDay"
"1281","2023-07-04","27","Normal Day","no","Tuesday","not holiday","weekDay"
"1282","2023-07-05","27","Normal Day","no","Wednesday","not holiday","weekDay"
"1283","2023-07-06","27","Normal Day","no","Thursday","not holiday","weekDay"
"1284","2023-07-07","27","Normal Day","no","Friday","not holiday","weekDay"
"1285","2023-07-08","27","Normal Day","no","Saturday","holiday","weekEnd"
"1286","2023-07-09","28","Normal Day","no","Sunday","holiday","weekEnd"
"1287","2023-07-10","28","Normal Day","no","Monday","not holiday","weekDay"
"1288","2023-07-11","28","Normal Day","no","Tuesday","not holiday","weekDay"
"1289","2023-07-12","28","Normal Day","no","Wednesday","not holiday","weekDay"
"1290","2023-07-13","28","Normal Day","no","Thursday","not holiday","weekDay"
"1291","2023-07-14","28","Normal Day","no","Friday","not holiday","weekDay"
"1292","2023-07-15","28","Normal Day","no","Saturday","holiday","weekEnd"
"1293","2023-07-16","29","Normal Day","no","Sunday","holiday","weekEnd"
"1294","2023-07-17","29","Normal Day","no","Monday","not holiday","weekDay"
"1295","2023-07-18","29","Normal Day","no","Tuesday","not holiday","weekDay"
"1296","2023-07-19","29","Normal Day","no","Wednesday","not holiday","weekDay"
"1297","2023-07-20","29","Normal Day","no","Thursday","not holiday","weekDay"
"1298","2023-07-21","29","Normal Day","no","Friday","not holiday","weekDay"
"1299","2023-07-22","29","Normal Day","no","Saturday","holiday","weekEnd"
"1300","2023-07-23","30","Normal Day","no","Sunday","holiday","weekEnd"
"1301","2023-07-24","30","Normal Day","no","Monday","not holiday","weekDay"
"1302","2023-07-25","30","Normal Day","no","Tuesday","not holiday","weekDay"
"1303","2023-07-26","30","Normal Day","no","Wednesday","not holiday","weekDay"
"1304","2023-07-27","30","Normal Day","no","Thursday","not holiday","weekDay"
"1305","2023-07-28","30","H.M.King Maha Vajiralongkorn's Birthday","yes","Friday","holiday","Spacial"
"1306","2023-07-29","30","Normal Day","yes","Saturday","holiday","weekEnd"
"1307","2023-07-30","31","Normal Day","yes","Sunday","holiday","weekEnd"
"1308","2023-07-31","31","Special Holidays","no","Monday","holiday","Spacial"
"1309","2023-08-01","31","Asalha Puja Day","yes","Tuesday","holiday","Spacial"
"1310","2023-08-02","31","Buddhist Lent Day","yes","Wednesday","holiday","Spacial"
"1311","2023-08-03","31","Normal Day","no","Thursday","not holiday","weekDay"
"1312","2023-08-04","31","Normal Day","no","Friday","not holiday","weekDay"
"1313","2023-08-05","31","Normal Day","no","Saturday","holiday","weekEnd"
"1314","2023-08-06","32","Normal Day","no","Sunday","holiday","weekEnd"
"1315","2023-08-07","32","Normal Day","no","Monday","not holiday","weekDay"
"1316","2023-08-08","32","Normal Day","no","Tuesday","not holiday","weekDay"
"1317","2023-08-09","32","Normal Day","no","Wednesday","not holiday","weekDay"
"1318","2023-08-10","32","Normal Day","no","Thursday","not holiday","weekDay"
"1319","2023-08-11","32","Normal Day","no","Friday","not holiday","weekDay"
"1320","2023-08-12","32","Mother's Day","yes","Saturday","holiday","Spacial"
"1321","2023-08-13","33","Normal Day","yes","Sunday","holiday","weekEnd"
"1322","2023-08-14","33","Compensatory Holiday","yes","Monday","holiday","Spacial"
"1323","2023-08-15","33","Normal Day","no","Tuesday","not holiday","weekDay"
"1324","2023-08-16","33","Normal Day","no","Wednesday","not holiday","weekDay"
"1325","2023-08-17","33","Normal Day","no","Thursday","not holiday","weekDay"
"1326","2023-08-18","33","Normal Day","no","Friday","not holiday","weekDay"
"1327","2023-08-19","33","Normal Day","no","Saturday","holiday","weekEnd"
"1328","2023-08-20","34","Normal Day","no","Sunday","holiday","weekEnd"
"1329","2023-08-21","34","Normal Day","no","Monday","not holiday","weekDay"
"1330","2023-08-22","34","Normal Day","no","Tuesday","not holiday","weekDay"
"1331","2023-08-23","34","Normal Day","no","Wednesday","not holiday","weekDay"
"1332","2023-08-24","34","Normal Day","no","Thursday","not holiday","weekDay"
"1333","2023-08-25","34","Normal Day","no","Friday","not holiday","weekDay"
"1334","2023-08-26","34","Normal Day","no","Saturday","holiday","weekEnd"
"1335","2023-08-27","35","Normal Day","no","Sunday","holiday","weekEnd"
"1336","2023-08-28","35","Normal Day","no","Monday","not holiday","weekDay"
"1337","2023-08-29","35","Normal Day","no","Tuesday","not holiday","weekDay"
"1338","2023-08-30","35","Normal Day","no","Wednesday","not holiday","weekDay"
"1339","2023-08-31","35","Normal Day","no","Thursday","not holiday","weekDay"
"1340","2023-09-01","35","Normal Day","no","Friday","not holiday","weekDay"
"1341","2023-09-02","35","Normal Day","no","Saturday","holiday","weekEnd"
"1342","2023-09-03","36","Normal Day","no","Sunday","holiday","weekEnd"
"1343","2023-09-04","36","Normal Day","no","Monday","not holiday","weekDay"
"1344","2023-09-05","36","Normal Day","no","Tuesday","not holiday","weekDay"
"1345","2023-09-06","36","Normal Day","no","Wednesday","not holiday","weekDay"
"1346","2023-09-07","36","Normal Day","no","Thursday","not holiday","weekDay"
"1347","2023-09-08","36","Normal Day","no","Friday","not holiday","weekDay"
"1348","2023-09-09","36","Normal Day","no","Saturday","holiday","weekEnd"
"1349","2023-09-10","37","Normal Day","no","Sunday","holiday","weekEnd"
"1350","2023-09-11","37","Normal Day","no","Monday","not holiday","weekDay"
"1351","2023-09-12","37","Normal Day","no","Tuesday","not holiday","weekDay"
"1352","2023-09-13","37","Normal Day","no","Wednesday","not holiday","weekDay"
"1353","2023-09-14","37","Normal Day","no","Thursday","not holiday","weekDay"
"1354","2023-09-15","37","Normal Day","no","Friday","not holiday","weekDay"
"1355","2023-09-16","37","Normal Day","no","Saturday","holiday","weekEnd"
"1356","2023-09-17","38","Normal Day","no","Sunday","holiday","weekEnd"
"1357","2023-09-18","38","Normal Day","no","Monday","not holiday","weekDay"
"1358","2023-09-19","38","Normal Day","no","Tuesday","not holiday","weekDay"
"1359","2023-09-20","38","Normal Day","no","Wednesday","not holiday","weekDay"
"1360","2023-09-21","38","Normal Day","no","Thursday","not holiday","weekDay"
"1361","2023-09-22","38","Normal Day","no","Friday","not holiday","weekDay"
"1362","2023-09-23","38","Normal Day","no","Saturday","holiday","weekEnd"
"1363","2023-09-24","39","Normal Day","no","Sunday","holiday","weekEnd"
"1364","2023-09-25","39","Normal Day","no","Monday","not holiday","weekDay"
"1365","2023-09-26","39","Normal Day","no","Tuesday","not holiday","weekDay"
"1366","2023-09-27","39","Normal Day","no","Wednesday","not holiday","weekDay"
"1367","2023-09-28","39","Normal Day","no","Thursday","not holiday","weekDay"
"1368","2023-09-29","39","Normal Day","no","Friday","not holiday","weekDay"
"1369","2023-09-30","39","Normal Day","no","Saturday","holiday","weekEnd"
"1370","2023-10-01","40","Normal Day","no","Sunday","holiday","weekEnd"
"1371","2023-10-02","40","Normal Day","no","Monday","not holiday","weekDay"
"1372","2023-10-03","40","Normal Day","no","Tuesday","not holiday","weekDay"
"1373","2023-10-04","40","Normal Day","no","Wednesday","not holiday","weekDay"
"1374","2023-10-05","40","Normal Day","no","Thursday","not holiday","weekDay"
"1375","2023-10-06","40","Normal Day","no","Friday","not holiday","weekDay"
"1376","2023-10-07","40","Normal Day","no","Saturday","holiday","weekEnd"
"1377","2023-10-08","41","Normal Day","no","Sunday","holiday","weekEnd"
"1378","2023-10-09","41","Normal Day","no","Monday","not holiday","weekDay"
"1379","2023-10-10","41","Normal Day","no","Tuesday","not holiday","weekDay"
"1380","2023-10-11","41","Normal Day","no","Wednesday","not holiday","weekDay"
"1381","2023-10-12","41","Normal Day","no","Thursday","not holiday","weekDay"
"1382","2023-10-13","41","H.M. King Bhumibol Adulyadej Memorial Day","yes","Friday","holiday","Spacial"
"1383","2023-10-14","41","Normal Day","yes","Saturday","holiday","weekEnd"
"1384","2023-10-15","42","Normal Day","yes","Sunday","holiday","weekEnd"
"1385","2023-10-16","42","Normal Day","no","Monday","not holiday","weekDay"
"1386","2023-10-17","42","Normal Day","no","Tuesday","not holiday","weekDay"
"1387","2023-10-18","42","Normal Day","no","Wednesday","not holiday","weekDay"
"1388","2023-10-19","42","Normal Day","no","Thursday","not holiday","weekDay"
"1389","2023-10-20","42","Normal Day","no","Friday","not holiday","weekDay"
"1390","2023-10-21","42","Normal Day","yes","Saturday","holiday","weekEnd"
"1391","2023-10-22","43","Normal Day","yes","Sunday","holiday","weekEnd"
"1392","2023-10-23","43","Chulalongkorn Day","yes","Monday","holiday","Spacial"
"1393","2023-10-24","43","Normal Day","no","Tuesday","not holiday","weekDay"
"1394","2023-10-25","43","Normal Day","no","Wednesday","not holiday","weekDay"
"1395","2023-10-26","43","Normal Day","no","Thursday","not holiday","weekDay"
"1396","2023-10-27","43","Normal Day","no","Friday","not holiday","weekDay"
"1397","2023-10-28","43","Normal Day","no","Saturday","holiday","weekEnd"
"1398","2023-10-29","44","Normal Day","no","Sunday","holiday","weekEnd"
"1399","2023-10-30","44","Normal Day","no","Monday","not holiday","weekDay"
"1400","2023-10-31","44","Normal Day","no","Tuesday","not holiday","weekDay"
"1401","2023-11-01","44","Normal Day","no","Wednesday","not holiday","weekDay"
"1402","2023-11-02","44","Normal Day","no","Thursday","not holiday","weekDay"
"1403","2023-11-03","44","Normal Day","no","Friday","not holiday","weekDay"
"1404","2023-11-04","44","Normal Day","no","Saturday","holiday","weekEnd"
"1405","2023-11-05","45","Normal Day","no","Sunday","holiday","weekEnd"
"1406","2023-11-06","45","Normal Day","no","Monday","not holiday","weekDay"
"1407","2023-11-07","45","Normal Day","no","Tuesday","not holiday","weekDay"
"1408","2023-11-08","45","Normal Day","no","Wednesday","not holiday","weekDay"
"1409","2023-11-09","45","Normal Day","no","Thursday","not holiday","weekDay"
"1410","2023-11-10","45","Normal Day","no","Friday","not holiday","weekDay"
"1411","2023-11-11","45","Normal Day","no","Saturday","holiday","weekEnd"
"1412","2023-11-12","46","Normal Day","no","Sunday","holiday","weekEnd"
"1413","2023-11-13","46","Normal Day","no","Monday","not holiday","weekDay"
"1414","2023-11-14","46","Normal Day","no","Tuesday","not holiday","weekDay"
"1415","2023-11-15","46","Normal Day","no","Wednesday","not holiday","weekDay"
"1416","2023-11-16","46","Normal Day","no","Thursday","not holiday","weekDay"
"1417","2023-11-17","46","Normal Day","no","Friday","not holiday","weekDay"
"1418","2023-11-18","46","Normal Day","no","Saturday","holiday","weekEnd"
"1419","2023-11-19","47","Normal Day","no","Sunday","holiday","weekEnd"
"1420","2023-11-20","47","Normal Day","no","Monday","not holiday","weekDay"
"1421","2023-11-21","47","Normal Day","no","Tuesday","not holiday","weekDay"
"1422","2023-11-22","47","Normal Day","no","Wednesday","not holiday","weekDay"
"1423","2023-11-23","47","Normal Day","no","Thursday","not holiday","weekDay"
"1424","2023-11-24","47","Normal Day","no","Friday","not holiday","weekDay"
"1425","2023-11-25","47","Normal Day","no","Saturday","holiday","weekEnd"
"1426","2023-11-26","48","Normal Day","no","Sunday","holiday","weekEnd"
"1427","2023-11-27","48","Normal Day","no","Monday","not holiday","weekDay"
"1428","2023-11-28","48","Normal Day","no","Tuesday","not holiday","weekDay"
"1429","2023-11-29","48","Normal Day","no","Wednesday","not holiday","weekDay"
"1430","2023-11-30","48","Normal Day","no","Thursday","not holiday","weekDay"
"1431","2023-12-01","48","Normal Day","no","Friday","not holiday","weekDay"
"1432","2023-12-02","48","Normal Day","no","Saturday","holiday","weekEnd"
"1433","2023-12-03","49","Normal Day","no","Sunday","holiday","weekEnd"
"1434","2023-12-04","49","Normal Day","no","Monday","not holiday","weekDay"
"1435","2023-12-05","49","Father's Day","no","Tuesday","holiday","Spacial"
"1436","2023-12-06","49","Normal Day","no","Wednesday","not holiday","weekDay"
"1437","2023-12-07","49","Normal Day","no","Thursday","not holiday","weekDay"
"1438","2023-12-08","49","Normal Day","no","Friday","not holiday","weekDay"
"1439","2023-12-09","49","Normal Day","yes","Saturday","holiday","weekEnd"
"1440","2023-12-10","50","Constitution Day","yes","Sunday","holiday","Spacial"
"1441","2023-12-11","50","Compensatory Holiday","yes","Monday","holiday","Spacial"
"1442","2023-12-12","50","Normal Day","no","Tuesday","not holiday","weekDay"
"1443","2023-12-13","50","Normal Day","no","Wednesday","not holiday","weekDay"
"1444","2023-12-14","50","Normal Day","no","Thursday","not holiday","weekDay"
"1445","2023-12-15","50","Normal Day","no","Friday","not holiday","weekDay"
"1446","2023-12-16","50","Normal Day","no","Saturday","holiday","weekEnd"
"1447","2023-12-17","51","Normal Day","no","Sunday","holiday","weekEnd"
"1448","2023-12-18","51","Normal Day","no","Monday","not holiday","weekDay"
"1449","2023-12-19","51","Normal Day","no","Tuesday","not holiday","weekDay"
"1450","2023-12-20","51","Normal Day","no","Wednesday","not holiday","weekDay"
"1451","2023-12-21","51","Normal Day","no","Thursday","not holiday","weekDay"
"1452","2023-12-22","51","Normal Day","no","Friday","not holiday","weekDay"
"1453","2023-12-23","51","Normal Day","no","Saturday","holiday","weekEnd"
"1454","2023-12-24","52","Normal Day","no","Sunday","holiday","weekEnd"
"1455","2023-12-25","52","Normal Day","no","Monday","not holiday","weekDay"
"1456","2023-12-26","52","Normal Day","no","Tuesday","not holiday","weekDay"
"1457","2023-12-27","52","Normal Day","no","Wednesday","not holiday","weekDay"
"1458","2023-12-28","52","Normal Day","no","Thursday","not holiday","weekDay"
"1459","2023-12-29","52","Special Holidays","no","Friday","holiday","Spacial"
"1460","2023-12-30","52","Normal Day","no","Saturday","holiday","weekEnd"
"1461","2023-12-31","53","New Year's Eve","no","Sunday","holiday","Spacial"
